,spider_oid,spider_fststake,spider_lststake,spider_direction,spider_dist,spider_postdate,spider_ref,START_TIME,END_TIME,spider_status,fake_dist,fake_direction,event_type,reason,event_source,start_time,end_time,loc_name,cycle,begin_end,ref_point,ref_point_type,description,is_sure,speed,available,occupy,weather,city,link_info,id,"link_info(json格式[{""navids"":""id;id"";""directions"":""dir;dir""}","{""navids"":""id;id"";""directions"":""dir;dir""}])","额外信息(json格式[{""id-name-alias-dir"":""id;name;alias;dir"";""url"":""sogouurl""};{""id-name-alias-dir"":""id;name;alias;dir"";""url"":""sogouurl""}])"
115,133114,K18+300,K18+300,旗山收费站-永泰葛岭收费站,0.0,2016-07-20 08:03:07,14,2016-07-20 08:00:44,,,,,,2,1:福建高速公路,1468972844000,0,S35|S35线沈海复线,,,"119.109 ,25.8995",4,S35线沈海复线福永段福州往永泰方向K18+300（距葛岭收费所约3公里）正在养护施工，占用紧急停车道道，请途经车辆谨慎驾驶，提前减速。,0,,,,,,,133114,"[{""navids"":""87823425;87823424;87823418;87823414;87823412;87823408"";""directions"":""3;2;3;3;3;3""};{""navids"":""87823410;87823411;87823416;87823420;87823422;87823423;87823426;87823427"";""directions"":""2;2;2;2;2;2;2;2""}]","[{""id-name-alias-dir"":""87823424;福诏高速公路;S35;2"";""url"":""http://map.sogou.com/#c=13258459;2968072;16&tip=匹配点距离3.75371505912972;1.3258459342829136E7;2968072.7157849795;事件点133114-S35|S35线沈海复线;1.3258747167661658E7;2968157.0348777995""};{""id-name-alias-dir"":""87823422;福诏高速公路;S35;2"";""url"":""http://map.sogou.com/#c=13258424;2968028;16&tip=匹配点距离39.166638516377596;1.3258424191839632E7;2968028.869701198;事件点133114-S35|S35线沈海复线;1.3258747167661658E7;2968157.0348777995""}]",
116,132895,K75+000,K74+600,金山收费站-南靖丰田收费站,40.0,2016-07-17 17:22:59,14,2016-07-17 17:21:12,,,,,,2,1:福建高速公路,1468747272000,0,G76|厦蓉高速,,,"117.441 ,24.6693",4,G76线厦蓉高速漳州段龙岩往厦门方向K75+000至K74+600处（距南靖丰田收费所约2公里）正在养护施工，占用超车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,,132895,"[{""navids"":""14666785;14666787"";""directions"":""2;3""};{""navids"":""669736;669738"";""directions"":""2;2""}]","[{""id-name-alias-dir"":""14666785;厦蓉高速公路;漳龙高速公路|G76;2"";""url"":""http://map.sogou.com/#c=13070399;2821424;16&tip=匹配点距离13.355360255360294;1.3070399930077448E7;2821424.216157269;事件点132895-G76|厦蓉高速;1.3073044438977616E7;2817512.7866277234""};{""id-name-alias-dir"":""669736;厦蓉高速公路;漳龙高速公路|G76;2"";""url"":""http://map.sogou.com/#c=13073670;2816981;16&tip=匹配点距离497.6404280731595;1.3073670128961112E7;2816981.032527793;事件点132895-G76|厦蓉高速;1.3073044438977616E7;2817512.7866277234""}]",
117,132857,K2846,K2846,建瓯东峰收费站-建瓯枢纽,0.0,2016-07-17 13:33:08,14,2016-07-17 13:30:39,,,,,,2,1:福建高速公路,1468733439000,0,G25|长深高速,,,"118.496 ,27.0671",4,G25线长深高速建瓯段东峰往建瓯方向K2846处（距北苑服务区约1公里），正在养护施工，占用主车道，该路段目前单车道通行，道路通行比较缓慢，请途经车辆谨慎驾驶，提前减速。,0,,,,,,,132857,"[{""navids"":""85168466;85413510;85413509;85413505;85413501;85413499"";""directions"":""3;3;2;3;3;3""};{""navids"":""85413497;85413503;85413507;85413511;85413512;85168474"";""directions"":""2;2;2;2;2;2""}]","[{""id-name-alias-dir"":""85413509;长深高速公路;G25;2"";""url"":""http://map.sogou.com/#c=13190093;3112410;16&tip=匹配点距离9.680253993210528;1.31900939314483E7;3112410.7514378713;事件点132857-G25|长深高速;1.3190517239682965E7;3112644.9469053634""};{""id-name-alias-dir"":""85413511;长深高速公路;G25;2"";""url"":""http://map.sogou.com/#c=13189880;3112398;16&tip=匹配点距离27.84941763776396;1.3189880854172677E7;3112398.746745444;事件点132857-G25|长深高速;1.3190517239682965E7;3112644.9469053634""}]",
118,132296,K73+600,K73+400,金山收费站-南靖丰田收费站,20.0,2016-07-11 17:56:23,14,2016-07-11 17:54:11,,,,,,2,1:福建高速公路,1468230851000,0,G76|厦蓉高速,,,"117.448 ,24.6633",4,G76线厦蓉高速漳州段龙岩往漳州方向K73+600至K73+400处（过南靖丰田收费所约1公里）正在养护施工，占用紧急停车带，请途经车辆谨慎驾驶，提前减速。,0,,,,,,,132296,"[{""navids"":""669736;669738"";""directions"":""2;2""};{""navids"":""669737;669735"";""directions"":""3;2""}]","[{""id-name-alias-dir"":""669736;厦蓉高速公路;漳龙高速公路|G76;2"";""url"":""http://map.sogou.com/#c=13073670;2816981;16&tip=匹配点距离21.42303162514348;1.3073670128961112E7;2816981.032527793;事件点132296-G76|厦蓉高速;1.3073824827487035E7;2816783.117597479""};{""id-name-alias-dir"":""669735;厦蓉高速公路;漳龙高速公路|G76;2"";""url"":""http://map.sogou.com/#c=13073688;2816984;16&tip=匹配点距离35.74308469490347;1.3073688080705417E7;2816984.87457925;事件点132296-G76|厦蓉高速;1.3073824827487035E7;2816783.117597479""}]",
119,132297,K73+000,K72+600,南靖丰田收费站-天宝枢纽,40.0,2016-07-11 17:55:19,14,2016-07-11 17:53:22,,,,,,2,1:福建高速公路,1468230802000,0,G76|厦蓉高速,,,"117.457 ,24.6514",4,G76线厦蓉高速漳州段龙岩往漳州方向K73+000至K72+600处（过南靖丰田收费所约500米）正在养护施工，占用紧急停车带，请途经车辆谨慎驾驶，提前减速。,0,,,,,,,132297,"[{""navids"":""669744;671251;671247"";""directions"":""2;2;2""};{""navids"":""671249;669764;671252"";""directions"":""3;2;3""}]","[{""id-name-alias-dir"":""671251;厦蓉高速公路;漳龙高速公路|G76|南靖互通;2"";""url"":""http://map.sogou.com/#c=13074715;2815457;16&tip=匹配点距离17.84056899147685;1.3074715922414193E7;2815457.7858813317;事件点132297-G76|厦蓉高速;1.307482894244029E7;2815335.901177946""};{""id-name-alias-dir"":""669764;厦蓉高速公路;漳龙高速公路|G76|南靖互通;2"";""url"":""http://map.sogou.com/#c=13074812;2815390;16&tip=匹配点距离32.107533729602594;1.307481245506494E7;2815390.168398481;事件点132297-G76|厦蓉高速;1.307482894244029E7;2815335.901177946""}]",
120,132289,K18,K18,旗山收费站-永泰葛岭收费站,0.0,2016-07-11 16:28:50,14,2016-07-11 16:35:39,,,,,,2,1:福建高速公路,1468226139000,0,S35|S35线沈海复线,,,"119.147 ,25.9111",4,S35线沈海复线福永段福州往仙游方向K18（距葛岭收费站约4公里，门前山隧道A道出口处）正在养护施工，占用应急车道，请途经车辆谨慎驾驶，提前减速。,0,,,,,,,132289,"[{""navids"":""87823448;87823446;87823440;87823436;87823433;87823432;87823428"";""directions"":""3;3;3;2;3;3;3""};{""navids"":""87823430;87823431;87823434;87823438"";""directions"":""2;2;2;2""}]","[{""id-name-alias-dir"":""87823436;福诏高速公路;S35;2"";""url"":""http://map.sogou.com/#c=13263480;2969729;16&tip=匹配点距离7.613805731741622;1.3263480200644888E7;2969729.3477224745;事件点132289-S35|S35线沈海复线;1.3262980522845704E7;2969589.1119674807""};{""id-name-alias-dir"":""87823434;福诏高速公路;S35;2"";""url"":""http://map.sogou.com/#c=13262663;2969222;16&tip=匹配点距离466.629188894943;1.32626638854567E7;2969222.808202555;事件点132289-S35|S35线沈海复线;1.3262980522845704E7;2969589.1119674807""}]",
121,132291,K18,K18,永泰葛岭收费站-旗山收费站,0.0,2016-07-11 16:37:29,14,2016-07-11 16:35:20,,,,,,2,1:福建高速公路,1468226120000,0,S35|S35线沈海复线,,,"119.147 ,25.911",4,S35线沈海复线福永段仙游往福州方向K18（过葛岭收费站4公里，门前山隧道入口处）正在养护施工，占用主车道和慢车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,,132291,"[{""navids"":""87823448;87823446;87823440;87823436;87823433;87823432;87823428"";""directions"":""3;3;3;2;3;3;3""};{""navids"":""87823430;87823431;87823434;87823438"";""directions"":""2;2;2;2""}]","[{""id-name-alias-dir"":""87823436;福诏高速公路;S35;2"";""url"":""http://map.sogou.com/#c=13263480;2969729;16&tip=匹配点距离1.4595703520773595;1.3263480200644888E7;2969729.3477224745;事件点132291-S35|S35线沈海复线;1.3262980523800738E7;2969576.7954288954""};{""id-name-alias-dir"":""87823434;福诏高速公路;S35;2"";""url"":""http://map.sogou.com/#c=13262663;2969222;16&tip=匹配点距离457.3903774031309;1.32626638854567E7;2969222.808202555;事件点132291-S35|S35线沈海复线;1.3262980523800738E7;2969576.7954288954""}]",
122,132022,K80+700,K80+400,金山收费站-南靖丰田收费站,30.0,2016-07-08 16:09:08,14,2016-07-08 16:06:51,,,,,,2,1:福建高速公路,1467965211000,0,G76|厦蓉高速,,,"117.409 ,24.715",4,G76线厦蓉高速漳州段龙岩往漳州方向K80+700至K80+400处（距南靖丰田收费所约8公里）正在养护施工，占用紧急停车带，请途经车辆谨慎驾驶，提前减速。,0,,,,,,,132022,"[{""navids"":""14666785;14666787"";""directions"":""2;3""}]","[{""id-name-alias-dir"":""14666785;厦蓉高速公路;漳龙高速公路|G76;2"";""url"":""http://map.sogou.com/#c=13070399;2821424;16&tip=匹配点距离0.6578944428362513;1.3070399930077448E7;2821424.216157269;事件点132022-G76|厦蓉高速;1.3069479143335657E7;2823077.526679029""}]",
123,132011,K2892+100,K2892+100,大横收费站-南雅收费站,0.0,2016-07-08 13:06:15,14,2016-07-08 13:04:39,,,,,,2,1:福建高速公路,1467954279000,0,G25|长深高速,,,"118.267 ,26.7974",4,G25线长深高速延平段南平往建瓯方向K2892+100处（过大横收费站约1公里），正在养护施工，占用主车道，该路段目前单车道通行，道路通行比较缓慢，请途经车辆谨慎驾驶，提前减速。,0,,,,,,,132011,"[{""navids"":""1011199;69098635;69098639;69098643;69098647;69098646"";""directions"":""3;2;3;3;3;3""};{""navids"":""69098680;69098681;1011200"";""directions"":""2;2;2""}]","[{""id-name-alias-dir"":""69098635;长深高速公路;浦南高速公路|G25;2"";""url"":""http://map.sogou.com/#c=13165328;3079515;16&tip=匹配点距离19.113153136479106;1.3165328898312548E7;3079515.7684367322;事件点132011-G25|长深高速;1.3165022447345803E7;3079160.971123866""};{""id-name-alias-dir"":""69098681;长深高速公路;浦南高速公路|G25;2"";""url"":""http://map.sogou.com/#c=13165040;3079242;16&tip=匹配点距离34.40272681165695;1.3165040595144438E7;3079242.094927926;事件点132011-G25|长深高速;1.3165022447345803E7;3079160.971123866""}]",
124,130619,K82+900,K82+500,金山收费站-南靖丰田收费站,40.0,2016-06-24 13:25:43,14,2016-06-24 13:21:31,,,,,,2,1:福建高速公路,1466745691000,0,G76|厦蓉高速,,,"117.394 ,24.7271",4,G76线厦蓉高速漳州段龙岩往漳州方向K82+900至K82+500处(过金山收费所约8公里)正在养护施工，占用紧急停车带，请途经车辆谨慎驾驶，提前减速。,0,,,,,,,130619,"[{""navids"":""14666785;14666787"";""directions"":""2;3""}]","[{""id-name-alias-dir"":""14666785;厦蓉高速公路;漳龙高速公路|G76;2"";""url"":""http://map.sogou.com/#c=13070399;2821424;16&tip=匹配点距离18.6440938875552;1.3070399930077448E7;2821424.216157269;事件点130619-G76|厦蓉高速;1.3067809805137228E7;2824552.259490924""}]",
125,130511,K159+150,K159+150,罗源湾收费站-飞鸾枢纽,0.0,2016-06-23 09:48:54,14,2016-06-23 09:44:10,,,,,,2,1:福建高速公路,1466646250000,0,接养护中心通知：G15W3|,,,"119.605 ,26.4818",4,接养护中心通知：G15W3线沈海复线福州段福州往宁德方向K159+150（过罗源湾收费站约2公里）正在养护施工，占用紧急停车道，请途经车辆谨慎驾驶，提前减速。,0,,,,,,,130511,"[{""navids"":""25888174;57954803;57954807"";""directions"":""2;2;2""};{""navids"":""57954809;57954810;55018558;57954805;57954806;25888175"";""directions"":""2;2;2;2;2;2""}]","[{""id-name-alias-dir"":""57954803;宁东高速公路;G15W3;2"";""url"":""http://map.sogou.com/#c=13314211;3040279;16&tip=匹配点距离235.39722117281715;1.3314211244493071E7;3040279.6708653513;事件点130511-5W3;1.3314013123949554E7;3040086.780038376""};{""id-name-alias-dir"":""57954805;宁东高速公路;G15W3;2"";""url"":""http://map.sogou.com/#c=13314587;3039477;16&tip=匹配点距离261.2552995545649;1.3314587131853906E7;3039477.565158321;事件点130511-5W3;1.3314013123949554E7;3040086.780038376""}]",
126,129344,K127,K127,龙岩收费站-适中收费站,0.0,2016-06-12 17:23:46,14,2016-06-12 16:58:55,,,,,,2,1:福建高速公路,1465721935000,0,G76|厦蓉高速,,,"117.106 ,24.967",4,G76线厦蓉高速漳龙段龙岩往漳州方向K127（后祠隧道）进行养护施工，占用超车道，该路段目前单车道通行，请途经车辆谨慎驾驶、提前减速。,0,,,,,,,129344,"[{""navids"":""1189645;1189648;49383249;49383250;1188097;1188128;1188130;1189596;1189599;1189665"";""directions"":""2;2;2;2;2;2;2;2;2;2""};{""navids"":""1189670;1189669;1188126;49383248;49383247;1189641;1189606;1188095;1189608;1189651"";""directions"":""3;3;3;3;3;3;3;2;3;3""}]","[{""id-name-alias-dir"":""1188097;厦蓉高速公路;漳龙高速公路|G76|后祠隧道;2"";""url"":""http://map.sogou.com/#c=13035848;2853790;16&tip=匹配点距离20.780795910641196;1.3035848490690708E7;2853790.012050641;事件点129344-G76|厦蓉高速;1.3035759434355618E7;2853815.577973958""};{""id-name-alias-dir"":""1188095;厦蓉高速公路;漳龙高速公路|G76|后祠隧道;2"";""url"":""http://map.sogou.com/#c=13035865;2853839;16&tip=匹配点距离72.7073802236643;1.3035865813909031E7;2853839.638356951;事件点129344-G76|厦蓉高速;1.3035759434355618E7;2853815.577973958""}]",
127,128352,K72+500,K73,南靖丰田收费站-金山收费站,50.0,2016-06-01 15:15:06,14,2016-06-01 15:10:28,,,,,,2,1:福建高速公路,1464765028000,0,G76|厦蓉高速,,,"117.454 ,24.6548",4,G76线厦蓉高速漳州段漳州往龙岩方向K72+500至K73处（过南靖丰田收费所约1公里）正在养护施工，占用紧急停车带，请途经车辆谨慎驾驶，提前减速。,0,,,,,,,128352,"[{""navids"":""671252;669742;669741"";""directions"":""3;2;3""};{""navids"":""669743;669744;671251"";""directions"":""2;2;2""}]","[{""id-name-alias-dir"":""669742;厦蓉高速公路;漳龙高速公路|G76;2"";""url"":""http://map.sogou.com/#c=13074483;2815762;16&tip=匹配点距离4.370104694841691;1.3074483416262457E7;2815762.1756182075;事件点128352-G76|厦蓉高速;1.3074494130894555E7;2815749.1660070578""};{""id-name-alias-dir"":""669744;厦蓉高速公路;漳龙高速公路|G76;2"";""url"":""http://map.sogou.com/#c=13074469;2815755;16&tip=匹配点距离19.61188858463602;1.3074469642763209E7;2815755.668754923;事件点128352-G76|厦蓉高速;1.3074494130894555E7;2815749.1660070578""}]",
128,116017,k6.65,k21.53,旗山收费站-永泰葛岭收费站,-1.0,2015-12-23 11:08:14,14,2015-12-23 11:04:01,,,,,,2,1:福建高速公路,1450839841000,0,S35|S35线沈海复线,,,"119.083 ,25.8975",4,S35线沈海复线福永段A道葛岭互通匝道正在养护施工，现实行临时交通管制：福州往葛岭收费站车辆请从旗山收费站、永泰东收费站下高速绕行；葛岭收费站入口往永泰、仙游方向车辆禁止通行,0,,,,,,,116017,"[{""navids"":""87823368;87823379;87823378"";""directions"":""3;2;3""};{""navids"":""87823377;87823380;87823382"";""directions"":""2;2;2""}]","[{""id-name-alias-dir"":""87823379;福诏高速公路;S35;2"";""url"":""http://map.sogou.com/#c=13255847;2967912;16&tip=匹配点距离3.6621503437222573;1.3255847498098113E7;2967912.138355213;事件点116017-S35|S35线沈海复线;1.3255852900437513E7;2967910.572397204""};{""id-name-alias-dir"":""87823380;福诏高速公路;S35;2"";""url"":""http://map.sogou.com/#c=13255859;2967883;16&tip=匹配点距离27.38383291745286;1.3255859348073086E7;2967883.4732979713;事件点116017-S35|S35线沈海复线;1.3255852900437513E7;2967910.572397204""}]",
