,event_type,reason,event_source,start_time,end_time,loc_name,cycle,begin_end,ref_point,ref_point_type,description,is_sure,speed,available,occupy,weather,city,"link_info(json格式[{""navids"":""id;id"";""directions"":""dir;dir""}","额外信息(json格式[{""id-name-alias-dir"":""id;name;alias;dir"";""url"":""sogouurl""};{""id-name-alias-dir"":""id;name;alias;dir"";""url"":""sogouurl""}])"
90,,2,1:福建高速公路,1473245098000,0,S35|S35线沈海复线,,,"117.464 ,24.5111",4,S35线沈海复线福永段福州往永泰方向K18处（距青云山服务区约2公里）正在养护施工，占用紧急停车带，请途经车辆谨慎驾驶，提前减速。,0,,,,,,"[{""navids"":""14943221;14943209;14943205;14943199;14943195"";""directions"":""2;2;2;2;2""};{""navids"":""14943196;14943200;14943202;14943206;14943210"";""directions"":""2;2;2;2;2""}]",
91,,2,1:福建高速公路,1473223333000,0,G72|泉南高速,,,"118.381 ,25.1576",4,G72线泉南高速泉州段泉州往三明方向K45处（距码头收费站约8公里）正在养护施工，占用紧急停车带，该路段目前道路可正常通行，请途经车辆谨慎驾驶。,0,,,,,,"[{""navids"":""716181;716180;716177;716175;716173"";""directions"":""3;3;2;3;3""};{""navids"":""716172;716174;14505395;14505396;716178;716179"";""directions"":""2;2;2;2;2;2""}]",
92,,2,1:福建高速公路,1473208219000,0,S0311|浦建高速,,,"116.965 ,26.8887",4,S0311线浦建高速建宁段泰宁往建宁方向K265+400-K269+950（旗山隧道内，距建宁收费站约12公里）正在养护施工，占用主车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,"[{""navids"":""14018054;14018050;14018075;14018076;14018042;14018037;14018038;14018322"";""directions"":""2;2;2;2;2;2;2;2""};{""navids"":""14018324;14018034;14018044;14018066;14018068;14018067;14018052;14018056"";""directions"":""3;2;3;3;3;3;3;3""}]",
93,,2,1:福建高速公路,1473154875000,0,S35|S35线沈海复线,,,"118.51 ,25.176",4,S35线沈海复线泉州段厦门往莆田方向K134+900-135处(距南安乐峰收费站约3公里），正在养护施工，占用主车道、紧急停车道，该路段目前单车道通行，请途经车辆谨慎驾驶。,0,,,,,,"[{""navids"":""95252592;95252693;95252692"";""directions"":""3;2;3""};{""navids"":""95252704;95252705;95252590"";""directions"":""2;2;2""}]",
94,,2,1:福建高速公路,1472978713000,0,S0311|浦建高速,,,"116.924 ,26.8699",4,S0311线浦建高速泰宁段建宁往泰宁方向K269-K265处（旗山隧道内，距寨下收费站约8公里）正在养护施工，占用主车道，该路段目前单车道通行，请途径车辆谨慎驾驶，提前减速。,0,,,,,,"[{""navids"":""14018322;14018323;14018039;14018040"";""directions"":""2;2;2;2""};{""navids"":""14018032;14018031;14018325;14018324"";""directions"":""3;3;2;3""}]",
95,,2,1:福建高速公路,1472977244000,0,G72|泉南高速,,,"116.527 ,26.2619",4,G72线泉南高速宁化段K312处（石壁收费站下匝道）正在养护施工，现实行临时交通管制：泉州往江西方向石壁收费站禁止下高速，预计管制持续至2016年9月30日，请途经车辆注意绕行。,0,,,,,,"[{""navids"":""1330305;1330327;1330328;95850366;95850367;1330338;1330339"";""directions"":""2;2;2;2;2;2;2""};{""navids"":""95850365;95850364;14667048;1330341;1330336;1330335;1330306"";""directions"":""3;3;3;3;2;3;3""}]",
96,,2,1:福建高速公路,1472872365000,0,S35|S35线沈海复线,,,"118.754 ,25.7181",4,S35线沈海复线福永段福州往仙游方向K63—K65处（过梧桐收费所约6公里）发生地质灾害，占用慢车道和应急车道，请途经车辆谨慎驾驶，提前减速。,0,,,,,,"[{""navids"":""14968559;14968555;14968551;14968550;14968549;14968543"";""directions"":""3;2;3;3;3;3""};{""navids"":""14968546;14968545;14968548;14968554;14968558;14968562"";""directions"":""3;3;3;3;2;3""}]",
97,,2,1:福建高速公路,1472527151000,0,G76|厦蓉高速,,,"117.396 ,24.7256",4,G76线厦蓉高速漳州段漳州往龙岩方向K82+600至K82+900处（过南靖丰田收费所约10公里）正在养护施工，占用紧急停车带，请途经车辆谨慎驾驶，提前减速。,0,,,,,,"[{""navids"":""14666785;14666787"";""directions"":""2;3""}]",
98,,2,1:福建高速公路,1472314843000,0,S12|莆永高速,,,"118.036 ,25.2528",4,S12线莆永高速泉州段龙岩往莆田方向142处(距湖头收费站约3公里)，正在养护施工，占用紧急停车道，该路段目前超车道、主车道通行，请途经车辆谨慎驾驶。,0,,,,,,"[{""navids"":""14946961;14946953;14946951"";""directions"":""3;2;3""};{""navids"":""14946949;14946955;14946956"";""directions"":""2;2;2""}]",
99,,2,1:福建高速公路,1471930811000,0,G76|厦蓉高速,,,"117.429 ,24.6842",4,G76线厦蓉高速漳州段漳州往龙岩方向K76+700至K76+900处（过南靖丰田收费所约4公里）正在养护施工，占用超车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,"[{""navids"":""14666785;14666787"";""directions"":""2;3""}]",
100,,2,1:福建高速公路,1471930714000,0,G76|厦蓉高速,,,"117.429 ,24.6842",4,G76线厦蓉高速漳州段龙岩往漳州方向K76+700至K76+900处（距南靖丰田收费所约4公里）正在养护施工，占用超车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,"[{""navids"":""14666785;14666787"";""directions"":""2;3""}]",
101,,2,1:福建高速公路,1471913356000,0,S0311|浦建高速,,,"117.302 ,27.1283",4,S0311线浦建高速邵武段和平往邵武方向K207+400-K207+300处（距和平收费站约1公里），正在养护施工，占用主车道，该路段目前单车道通行，道路通行比较缓慢，请途经车辆谨慎驾驶，提前减速。,0,,,,,,"[{""navids"":""870643;95314707;95314708"";""directions"":""2;2;2""};{""navids"":""870627;870620;870618"";""directions"":""3;2;3""}]",
102,,2,1:福建高速公路,1471502241000,0,G76|厦蓉高速,,,"117.439 ,24.6724",4,G76线厦蓉高速漳州段龙岩往漳州方向K75至K74+800处（距南靖丰田收费所约3公里）正在养护施工，占用紧急停车带，请途经车辆谨慎驾驶，提前减速。,0,,,,,,"[{""navids"":""14666785;14666787"";""directions"":""2;3""};{""navids"":""669736;669738"";""directions"":""2;2""}]",
103,,2,1:福建高速公路,1471502099000,0,G76|厦蓉高速,,,"117.419 ,24.7077",4,G76线厦蓉高速漳州段漳州往龙岩方向K79+500至K80+100处（过南靖丰田收费所约7公里）正在养护施工，占用超车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,"[{""navids"":""14666785;14666787"";""directions"":""2;3""}]",
104,,2,1:福建高速公路,1471502047000,0,G76|厦蓉高速,,,"117.415 ,24.7116",4,G76线厦蓉高速漳州段龙岩往漳州方向K80+100至K79+500处（距南靖丰田收费所约8公里）正在养护施工，占用超车道，该路段目前单车道通行，请途经车辆谨慎驾驶，提前减速。,0,,,,,,"[{""navids"":""14666785;14666787"";""directions"":""2;3""}]",
