id,link_info(json格式[{"navids":"id,id","directions":"dir,dir"},{"navids":"id,id","directions":"dir,dir"}]),额外信息(json格式[{"id-name-alias-dir":"id;name;alias;dir","url":"sogouurl"},{"id-name-alias-dir":"id;name;alias;dir","url":"sogouurl"}])
128352,[{"navids":"14947565;14947564;671250;671249;669764;671252;669742;669741;669739;669737;669735";"directions":"3;3;3;3;3;3;2;3;3;3;3"};{"navids":"669736;669738;669740;669743;669744;671251;671247;671248;669760;669761";"directions":"2;2;2;2;2;2;2;2;2;2"}],[{"id-name-alias-dir":"669742;厦蓉高速公路;漳龙高速公路|G76;2";"url":"http://map.sogou.com/#c=13074483;2815762;16&tip=匹配点距离4.016010589169673;1.3074483416262457E7;2815762.1756182075;事件点128352-G76|厦蓉高速;1.3074493955940152E7;2815748.777563104"};{"id-name-alias-dir":"669744;厦蓉高速公路;漳龙高速公路|G76;2";"url":"http://map.sogou.com/#c=13074469;2815755;16&tip=匹配点距离19.257759599626123;1.3074469642763209E7;2815755.668754923;事件点128352-G76|厦蓉高速;1.3074493955940152E7;2815748.777563104"}]
